grouped_linked_trip_mode,grouped_tour_mode,trips,purpose
KNR-TRANSIT,BIKE,0.0,Joint-Discretionary
TNC-TRANSIT,BIKE,0.0,Joint-Discretionary
TAXI,BIKE,0.0,Joint-Discretionary
TNC-REG,BIKE,0.0,Joint-Discretionary
TNC-SHARED,BIKE,0.0,Joint-Discretionary
SCHOOLBUS,BIKE,0.0,Joint-Discretionary
All,BIKE,3314.0,Joint-Discretionary
DRIVEALONE,WALK-TRANSIT,0.0,Joint-Discretionary
SHARED2,WALK-TRANSIT,0.0,Joint-Discretionary
SHARED3,WALK-TRANSIT,0.0,Joint-Discretionary
WALK,WALK-TRANSIT,3871.0,Joint-Discretionary
BIKE,WALK-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,WALK-TRANSIT,10315.0,Joint-Discretionary
PNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
TAXI,WALK-TRANSIT,1135.0,Joint-Discretionary
TNC-REG,WALK-TRANSIT,1484.0,Joint-Discretionary
TNC-SHARED,WALK-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,WALK-TRANSIT,0.0,Joint-Discretionary
All,WALK-TRANSIT,16805.0,Joint-Discretionary
DRIVEALONE,PNR-TRANSIT,0.0,Joint-Discretionary
SHARED2,PNR-TRANSIT,0.0,Joint-Discretionary
SHARED3,PNR-TRANSIT,0.0,Joint-Discretionary
WALK,PNR-TRANSIT,0.0,Joint-Discretionary
BIKE,PNR-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,PNR-TRANSIT,354.0,Joint-Discretionary
KNR-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
TAXI,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-REG,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,PNR-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,PNR-TRANSIT,0.0,Joint-Discretionary
All,PNR-TRANSIT,354.0,Joint-Discretionary
DRIVEALONE,KNR-TRANSIT,0.0,Joint-Discretionary
SHARED2,KNR-TRANSIT,0.0,Joint-Discretionary
SHARED3,KNR-TRANSIT,0.0,Joint-Discretionary
WALK,KNR-TRANSIT,0.0,Joint-Discretionary
BIKE,KNR-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,KNR-TRANSIT,865.0,Joint-Discretionary
TNC-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
TAXI,KNR-TRANSIT,0.0,Joint-Discretionary
TNC-REG,KNR-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,KNR-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,KNR-TRANSIT,0.0,Joint-Discretionary
All,KNR-TRANSIT,865.0,Joint-Discretionary
DRIVEALONE,TNC-TRANSIT,0.0,Joint-Discretionary
SHARED2,TNC-TRANSIT,0.0,Joint-Discretionary
SHARED3,TNC-TRANSIT,0.0,Joint-Discretionary
WALK,TNC-TRANSIT,0.0,Joint-Discretionary
BIKE,TNC-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-TRANSIT,257.0,Joint-Discretionary
TAXI,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-REG,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,TNC-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,TNC-TRANSIT,0.0,Joint-Discretionary
All,TNC-TRANSIT,257.0,Joint-Discretionary
DRIVEALONE,TAXI,0.0,Joint-Discretionary
SHARED2,TAXI,0.0,Joint-Discretionary
SHARED3,TAXI,123.0,Joint-Discretionary
WALK,TAXI,0.0,Joint-Discretionary
BIKE,TAXI,0.0,Joint-Discretionary
WALK-TRANSIT,TAXI,0.0,Joint-Discretionary
PNR-TRANSIT,TAXI,0.0,Joint-Discretionary
KNR-TRANSIT,TAXI,0.0,Joint-Discretionary
TNC-TRANSIT,TAXI,0.0,Joint-Discretionary
TAXI,TAXI,2022.0,Joint-Discretionary
TNC-REG,TAXI,0.0,Joint-Discretionary
TNC-SHARED,TAXI,0.0,Joint-Discretionary
SCHOOLBUS,TAXI,0.0,Joint-Discretionary
All,TAXI,2145.0,Joint-Discretionary
DRIVEALONE,TNC-REG,0.0,Joint-Discretionary
SHARED2,TNC-REG,236.0,Joint-Discretionary
SHARED3,TNC-REG,71.0,Joint-Discretionary
WALK,TNC-REG,3074.0,Joint-Discretionary
BIKE,TNC-REG,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-REG,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-REG,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-REG,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-REG,0.0,Joint-Discretionary
TAXI,TNC-REG,0.0,Joint-Discretionary
TNC-REG,TNC-REG,4522.0,Joint-Discretionary
TNC-SHARED,TNC-REG,0.0,Joint-Discretionary
SCHOOLBUS,TNC-REG,0.0,Joint-Discretionary
All,TNC-REG,7903.0,Joint-Discretionary
DRIVEALONE,TNC-SHARED,0.0,Joint-Discretionary
SHARED2,TNC-SHARED,0.0,Joint-Discretionary
SHARED3,TNC-SHARED,0.0,Joint-Discretionary
WALK,TNC-SHARED,0.0,Joint-Discretionary
BIKE,TNC-SHARED,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
TAXI,TNC-SHARED,0.0,Joint-Discretionary
TNC-REG,TNC-SHARED,1249.0,Joint-Discretionary
TNC-SHARED,TNC-SHARED,3939.0,Joint-Discretionary
SCHOOLBUS,TNC-SHARED,0.0,Joint-Discretionary
All,TNC-SHARED,5188.0,Joint-Discretionary
DRIVEALONE,SCHOOLBUS,0.0,Joint-Discretionary
SHARED2,SCHOOLBUS,0.0,Joint-Discretionary
SHARED3,SCHOOLBUS,0.0,Joint-Discretionary
WALK,SCHOOLBUS,0.0,Joint-Discretionary
BIKE,SCHOOLBUS,0.0,Joint-Discretionary
WALK-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
PNR-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
KNR-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
TNC-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
TAXI,SCHOOLBUS,0.0,Joint-Discretionary
TNC-REG,SCHOOLBUS,0.0,Joint-Discretionary
TNC-SHARED,SCHOOLBUS,0.0,Joint-Discretionary
SCHOOLBUS,SCHOOLBUS,0.0,Joint-Discretionary
All,SCHOOLBUS,0.0,Joint-Discretionary
DRIVEALONE,All,0.0,Joint-Discretionary
SHARED2,All,572429.0,Joint-Discretionary
SHARED3,All,234111.0,Joint-Discretionary
WALK,All,67310.0,Joint-Discretionary
BIKE,All,3314.0,Joint-Discretionary
WALK-TRANSIT,All,10315.0,Joint-Discretionary
PNR-TRANSIT,All,354.0,Joint-Discretionary
KNR-TRANSIT,All,865.0,Joint-Discretionary
TNC-TRANSIT,All,257.0,Joint-Discretionary
TAXI,All,3157.0,Joint-Discretionary
TNC-REG,All,7255.0,Joint-Discretionary
TNC-SHARED,All,3939.0,Joint-Discretionary
SCHOOLBUS,All,0.0,Joint-Discretionary
All,All,903306.0,Joint-Discretionary
